date,close,volume,open,high,low,nextClose,,move 7 Day,move 30 Day
7/24/08,22.7186,209452.873,23.4743,23.6086,22.6357,23.16,1921,-1.5157,-3.1114
7/25/08,23.16,158194.517,22.9143,23.2857,22.6643,22.0571,1920,-1.5271,-1.5914
7/28/08,22.0571,195099.859,23.1914,23.21,22.0029,22.44,1919,-2.4872,-2.5672
7/29/08,22.44,170951.881,22.2014,22.7786,21.95,22.84,1918,-1.1529,-2.8228
7/30/08,22.84,181038.184,22.54,22.9271,22.2971,22.7071,1917,-0.9157,-3.0786
7/31/08,22.7071,159163.178,22.5057,23.1714,22.4257,22.38,1916,-0.4386,-2.8286
8/1/08,22.38,130755.839,22.8429,22.8557,22.25,21.89,1915,-1.3714,-3.4628
8/4/08,21.89,147694.724,22.3714,22.5571,21.8443,22.9486,1914,-0.8286,-3.1486
8/5/08,22.9486,171931.322,22.2029,22.9714,22.1171,23.4557,1913,-0.2114,-1.7885
8/6/08,23.4557,197800.459,22.8529,23.9143,22.5714,23.3671,1912,1.3986,-1.2943
8/7/08,23.3671,168008.73,23.2443,23.7357,23.0714,24.2214,1911,0.9271,-1.9743
8/8/08,24.2214,178425.574,23.4086,24.2357,23.3929,24.7943,1910,1.3814,0.1843
8/11/08,24.7943,222653.337,24.2957,25.2143,24.2386,25.2471,1909,2.0872,0.4957
8/12/08,25.2471,208987.793,24.7886,25.6128,24.7871,25.6143,1908,2.8671,1.3271
8/13/08,25.6143,210556.213,25.4257,25.7143,25.1286,25.6171,1907,3.7243,0.66
8/14/08,25.6171,177684.343,25.4757,25.7786,25.4057,25.1057,1906,2.6685,1.5914
8/15/08,25.1057,176996.663,25.5771,25.6786,25.0071,25.0557,1905,1.65,0.8029
8/18/08,25.0557,137832.351,25.0814,25.4014,24.8314,24.79,1904,1.6886,0.0329
8/19/08,24.79,153915.766,24.9343,25.2957,24.5443,25.12,1903,0.5686,-0.86
8/20/08,25.12,126718.798,24.9676,25.2771,24.8014,24.8986,1902,0.3257,0.2272
8/21/08,24.8986,134917.27,24.9243,25.0643,24.5557,25.2557,1901,-0.3485,-0.3342
8/22/08,25.2557,109873.363,25.1171,25.3571,25.0814,24.65,1900,-0.3586,0.6014
8/25/08,24.65,121049.286,25.1643,25.1757,24.5228,24.8057,1899,-0.9671,-0.19
8/26/08,24.8057,111348.823,24.68,24.9828,24.6586,24.9528,1898,-0.3,0.5714
8/27/08,24.9528,119143.396,24.7586,25.1086,24.5987,24.82,1897,-0.1029,0.2657
8/28/08,24.82,107703.362,25.04,25.1786,24.6786,24.2186,1896,0.03,0.2757
8/29/08,24.2186,149788.565,24.7086,24.7857,24.1486,23.7414,1895,-0.9014,0.6257
9/2/08,23.7414,194434.788,24.6286,24.7857,23.5714,23.8514,1894,-1.1572,-0.0143
9/3/08,23.8514,183683.415,23.8343,24.0971,23.4286,23.0314,1893,-1.4043,0.7057
9/4/08,23.0314,185707.606,23.6943,23.9875,22.9729,22.8829,1892,-1.6186,-0.72
9/5/08,22.8829,196548.999,22.6557,23.2,22.5214,22.56,1891,-1.9228,0.1643
9/8/08,22.56,261433.418,23.51,23.5557,21.6369,21.6686,1890,-2.3928,-0.6
9/9/08,21.6686,311031.163,22.4086,22.8514,21.3986,21.6586,1889,-3.1514,-0.3885
9/10/08,21.6586,243263.793,21.76,22.1414,21.2571,21.8071,1888,-2.56,-0.7814
9/11/08,21.8071,242589.553,21.1686,21.8557,20.8571,21.2771,1887,-1.9343,-1.0329
9/12/08,21.2771,198030.689,21.5586,21.5586,20.9286,20.0514,1886,-2.5743,-1.43
9/15/08,20.0514,229793.129,20.29,21.0986,20.0514,19.9829,1885,-2.98,-2.3286
9/16/08,19.9829,299580.63,19.1229,20.3571,18.8786,18.2614,1884,-2.9,-1.9071
9/17/08,18.2614,299816.53,19.7843,19.7871,18.2614,19.1557,1883,-4.2986,-4.6872
9/18/08,19.1557,418680.276,18.6529,20,17.24,20.13,1882,-2.5129,-4.3
9/19/08,20.13,357663.987,20.3714,20.6,19.4729,18.7214,1881,-1.5286,-3.2371
9/22/08,18.7214,213955.344,19.9914,20.0357,18.6657,18.12,1880,-3.0857,-5.5
9/23/08,18.12,319662.166,18.8357,19.4,18.0943,18.3871,1879,-3.1571,-6.6743
9/24/08,18.3871,261674.499,18.1814,18.7071,17.8786,18.8471,1878,-1.6643,-6.86
9/25/08,18.8471,250381.675,18.5429,19.2557,18.36,18.32,1877,-1.1358,-6.7672
9/26/08,18.32,281382.864,17.8443,18.5429,17.5714,15.0371,1876,0.0586,-7.2971
9/29/08,15.0371,654877.916,17.0886,17.0971,14.37,16.2371,1875,-4.1186,-10.0686
9/30/08,16.2371,406771.382,15.4643,16.4286,15.1857,15.5886,1874,-3.8929,-8.8186
10/1/08,15.5886,324046.757,15.9886,16.0514,15.3414,14.3,1873,-3.1328,-9.2014
10/2/08,14.3,402176.091,15.43,15.5414,14.2857,13.8671,1872,-3.82,-10.82
10/3/08,13.8671,573323.692,14.8571,15.2143,13.5214,14.02,1871,-4.52,-11.0315
10/6/08,14.02,526652.508,13.1371,14.1114,12.5057,12.7371,1870,-4.8271,-11.2357
10/7/08,12.7371,469562.941,14.3543,14.5,12.7071,12.8271,1869,-5.5829,-11.9129
10/8/08,12.8271,551839.846,12.2733,13.7614,12.24,12.6771,1868,-2.21,-11.9786
10/9/08,12.6771,404188.521,13.3357,13.6857,12.3714,13.8286,1867,-3.56,-12.2757
10/10/08,13.8286,554729.026,12.2429,14.2857,12.1429,15.7514,1866,-1.76,-10.9914
10/13/08,15.7514,384649.975,14.9357,15.79,14.4314,14.8686,1865,1.4514,-8.4672
10/14/08,14.8686,494854.438,16.6086,16.6286,14.7343,13.9929,1864,1.0015,-8.8728
10/15/08,13.9929,395504.039,14.8343,15.2857,13.9843,14.5557,1863,-0.0271,-9.8585
10/16/08,14.5557,489081.257,14.2529,14.7757,13.1057,13.9143,1862,1.8186,-8.4757
10/17/08,13.9143,440238.462,14.2286,14.5771,12.2693,14.0629,1861,1.0872,-8.9686
10/20/08,14.0629,386529.336,14.2543,14.29,13.3771,13.07,1860,1.3858,-8.4971
10/21/08,13.07,496907.469,13.85,13.9857,13.0229,13.8386,1859,-0.7586,-8.5986
10/22/08,13.8386,561642.508,13.91,14.4643,13.2757,14.0329,1858,-1.9128,-7.82
10/23/08,14.0329,418415.956,13.7871,14.1786,13.1286,13.7686,1857,-0.8357,-7.7742
10/24/08,13.7686,397326.629,12.9043,13.9857,12.8729,13.1557,1856,-0.2243,-7.5085
10/27/08,13.1557,301981.701,13.5814,13.9471,13.1229,14.2729,1855,-1.4,-6.8957
10/28/08,14.2729,407733.112,13.6329,14.3571,13.1957,14.9357,1854,0.3586,-5.71
10/29/08,14.9357,487927.166,14.4086,15.6486,14.2771,15.8629,1853,0.8728,-3.3257
10/30/08,15.8629,409149.983,15.4614,16.0271,15.3729,15.37,1852,2.7929,-3.2928
10/31/08,15.37,414654.784,15.3429,15.8257,15.02,15.28,1851,1.5314,-4.76
11/3/08,15.28,264454.899,15.1329,15.5857,14.98,15.8557,1850,1.2471,-3.4414
11/4/08,15.8557,349631.275,15.7129,15.97,15.2386,14.7571,1849,2.0871,-2.2643
11/5/08,14.7571,313994.544,15.5586,15.6743,14.7129,14.1571,1848,1.6014,-3.63
11/6/08,14.1571,329509.489,14.4357,14.6829,14,14.0343,1847,-0.1158,-4.69
11/7/08,14.0343,273709.112,14.1771,14.2643,13.6743,13.6971,1846,-0.9014,-4.2857
11/10/08,13.6971,280864.234,14.31,14.3429,13.5,13.5386,1845,-2.1658,-1.34
11/11/08,13.5386,305980.172,13.5443,13.8814,13.18,12.8743,1844,-1.8314,-2.6985
11/12/08,12.8743,293845.458,13.2043,13.32,12.8586,13.7771,1843,-2.4057,-2.7143
11/13/08,13.7771,463442.489,12.8386,13.7771,12.2886,12.8914,1842,-2.0786,-0.5229
11/14/08,12.8914,350974.365,13.3943,13.4271,12.8571,12.5914,1841,-1.8657,-0.9757
11/17/08,12.5914,290591.997,12.64,12.9357,12.4657,12.8443,1840,-1.5657,-1.4286
11/18/08,12.8443,302382.171,12.8057,12.9986,12.4086,12.3271,1839,-1.19,0.1072
11/19/08,12.3271,292861.538,12.7771,13.0829,12.3157,11.4986,1838,-1.37,-0.5
11/20/08,11.4986,428763.569,12.1771,12.35,11.4286,11.7971,1837,-2.04,-1.1785
11/21/08,11.7971,392046.668,11.7043,12.0171,11.3057,13.2786,1836,-1.0772,-2.0315
11/24/08,13.2786,360468.748,12.1729,13.5414,12.12,12.9714,1835,-0.4985,-2.4728
11/25/08,12.9714,308776.603,13.5186,13.53,12.5943,13.5714,1834,0.08,-1.8972
11/26/08,13.5714,224858.127,12.8457,13.6071,12.8357,13.2386,1833,0.98,-0.4215
11/28/08,13.2386,75301.403,13.5286,13.5371,13.1229,12.7043,1832,0.3943,-1.3171
12/1/08,12.7043,230862.519,13.0429,13.1814,12.7033,13.21,1831,0.3772,-1.21
12/2/08,13.21,287117.476,12.8614,13.2357,12.3571,13.7,1830,1.7114,-0.8529
12/3/08,13.7,334651.41,12.7714,13.7471,12.6857,13.0586,1829,1.9029,0.63
12/4/08,13.0586,272823.192,13.49,13.6014,12.7229,13.4286,1828,-0.22,-0.78
12/5/08,13.4286,260894.768,12.9071,13.4986,12.6943,14.2457,1827,0.4572,-0.6043
12/8/08,14.2457,295986.969,13.8971,14.4,13.6857,14.2943,1826,0.6743,0.4771
12/9/08,14.2943,300828.24,14.0057,14.8,13.8871,14.03,1825,1.0557,1.1386
12/10/08,14.03,234464.37,13.9814,14.2129,13.7857,13.5714,1824,1.3257,-0.2429
12/11/08,13.5714,260101.878,13.9071,14.4629,13.5471,14.0386,1823,0.3614,-1.3643
12/12/08,14.0386,260267.638,13.2571,14.1429,13.2186,13.5357,1822,0.3386,-1.8243
12/15/08,13.5357,222574.447,13.7129,13.7443,13.2857,13.6329,1821,0.4771,-1.8343
12/16/08,13.6329,270637.301,13.4257,13.7829,13.25,12.7371,1820,0.2043,-1.6471
12/17/08,12.7371,322891.827,13.0043,13.0143,12.5743,12.7757,1819,-1.5086,-3.1186
12/18/08,12.7757,214053.904,12.7586,12.9757,12.6343,12.8571,1818,-1.5186,-1.9814
12/19/08,12.8571,200379.26,12.8486,12.9914,12.6857,12.2486,1817,-1.1729,-1.3
12/22/08,12.2486,211098.153,12.86,12.8614,12.0986,12.34,1816,-1.3228,-1.7857
12/23/08,12.34,158729.808,12.41,12.5529,12.2714,12.1486,1815,-1.6986,-1.3571
12/24/08,12.1486,67864.978,12.3057,12.3214,12.0786,12.2586,1814,-1.3871,-1.39
12/26/08,12.2586,77073.663,12.3771,12.4886,12.1771,12.3729,1813,-1.3743,-0.6157
12/29/08,12.3729,171484.861,12.36,12.5171,12.1529,12.3271,1812,-0.3642,-1.4042
12/30/08,12.3271,241571.472,12.4886,12.5786,12.1029,12.1929,1811,-0.4486,-0.5643
12/31/08,12.1929,151882.756,12.2814,12.5343,12.1914,12.9643,1810,-0.6642,-0.3985
1/2/09,12.9643,186493.916,12.2686,13.0057,12.1657,13.5114,1809,0.7157,0.12
1/5/09,13.5114,295313.079,13.31,13.74,13.2443,13.2886,1808,1.1714,1.1843
1/6/09,13.2886,322269.807,13.7071,13.8814,13.1986,13.0014,1807,1.14,1.79
1/7/09,13.0014,188235.446,13.1157,13.2143,12.8943,13.2429,1806,0.7428,1.2043
1/8/09,13.2429,165691.94,12.9186,13.3071,12.8629,12.94,1805,0.87,-0.0357
1/9/09,12.94,136641.371,13.3157,13.34,12.8771,12.6657,1804,0.6129,-0.0314
1/12/09,12.6657,153796.556,12.9229,12.9986,12.5071,12.53,1803,0.4728,-0.9057
1/13/09,12.53,199057.52,12.6057,12.82,12.3357,12.19,1802,-0.4343,-0.7086
1/14/09,12.19,247659.934,12.32,12.4643,12.1029,11.9114,1801,-1.3214,-0.5143
1/15/09,11.9114,457872.307,11.51,12.0171,11.4357,11.7614,1800,-1.3772,-1.2986
1/16/09,11.7614,261745.969,12.0429,12.0543,11.4857,11.1714,1799,-1.24,-1.9386
1/20/09,11.1714,226902.898,11.7043,11.7143,11.1714,11.8329,1798,-2.0715,-1.8872
1/21/09,11.8329,263382.639,11.3414,11.84,11.33,12.6229,1797,-1.1071,-1.5957
1/22/09,12.6229,346849.474,12.5771,12.8571,12.26,12.6229,1796,-0.0428,-1.6228
1/23/09,12.6229,189842.367,12.4029,12.8386,12.3571,12.8057,1795,0.0929,-1.6714
1/26/09,12.8057,173045.232,12.6943,12.9957,12.6143,12.9614,1794,0.6157,-1.2243
1/27/09,12.9614,152312.766,12.8843,13.0786,12.82,13.4571,1793,1.05,-0.61
1/28/09,13.4571,215327.485,13.16,13.5714,13.0714,13.2857,1792,1.6957,-0.5815
1/29/09,13.2857,147435.794,13.2986,13.4771,13.2286,12.8757,1791,2.1143,-0.25
1/30/09,12.8757,162829.079,13.2286,13.3743,12.8586,13.0729,1790,1.0428,-0.7572
2/2/09,13.0729,139474.412,12.7286,13.1429,12.7,13.2829,1789,0.45,0.3358
2/3/09,13.2829,145716.034,13.1314,13.34,12.8971,13.3643,1788,0.66,0.5072
2/4/09,13.3643,200979.86,13.3171,13.75,13.3,13.78,1787,0.5586,0.5072
2/5/09,13.78,183652.475,13.2529,13.8929,13.2314,14.2457,1786,0.8186,1.5314
2/6/09,14.2457,168558.791,13.86,14.2857,13.8571,14.6443,1785,0.7886,1.9057
2/9/09,14.6443,177365.003,14.2857,14.7143,14.2143,13.9757,1784,1.3586,2.4957
2/10/09,13.9757,209533.933,14.4757,14.6443,13.8657,13.8314,1783,1.1,1.7171
2/11/09,13.8314,167746.37,13.7671,14.0443,13.6814,14.1814,1782,0.7585,1.4585
2/12/09,14.1814,201814.681,13.69,14.25,13.69,14.1657,1781,0.8985,1.8543
2/13/09,14.1657,151509.865,14.1414,14.2771,14.0171,13.5043,1780,0.8014,1.9728
2/17/09,13.5043,165083.15,13.8386,13.8629,13.4686,13.4814,1779,-0.2757,0.54
2/18/09,13.4814,170427.301,13.5786,13.6929,13.2457,12.9486,1778,-0.7643,-0.03
2/19/09,12.9486,225369.758,13.3386,13.4643,12.8729,13.0286,1777,-1.6957,-0.34
2/20/09,13.0286,187457.606,12.7714,13.2,12.7143,12.4214,1776,-0.9471,0.0272
2/23/09,12.4214,188048.546,13.0929,13.1429,12.3586,12.8929,1775,-1.41,-0.8215
2/24/09,12.8929,188977.377,12.4926,12.9843,12.4286,13.0229,1774,-1.2885,-0.0471
2/25/09,13.0229,204340.911,12.8371,13.2743,12.75,12.7414,1773,-1.1428,0.3572
2/26/09,12.7414,154262.896,13.1429,13.2743,12.7086,12.7586,1772,-0.7629,0.2114
2/27/09,12.7586,175892.553,12.5614,13.0429,12.5243,12.5629,1771,-0.7228,0.5686
3/2/09,12.5629,190821.317,12.5886,13.0286,12.5243,12.6243,1770,-0.3857,0.6515
3/3/09,12.6243,180208.824,12.7043,12.9629,12.5543,13.0243,1769,-0.4043,0.8629
3/4/09,13.0243,185184.916,12.8829,13.2529,12.7786,12.6914,1768,0.6029,1.8529
3/5/09,12.6914,176268.943,12.9229,13.1243,12.6357,12.1857,1767,-0.2015,0.8585
3/6/09,12.1857,252464.176,12.62,12.6286,11.7614,11.8729,1766,-0.8372,-0.4372
3/9/09,11.8729,172664.572,12.0257,12.5143,11.7957,12.6611,1765,-0.8685,-0.75
3/10/09,12.6611,210609.903,12.1243,12.7386,12.0514,13.24,1764,-0.0975,-0.1446
3/11/09,13.24,211265.803,12.83,13.4386,12.7971,13.7643,1763,0.6771,0.2786
3/12/09,13.7643,191903.658,13.2714,13.7971,13.1429,13.7043,1762,1.14,0.3072
3/13/09,13.7043,150196.035,13.7571,13.8857,13.5729,13.6314,1761,0.68,0.4186
3/16/09,13.6314,199275.71,13.79,13.9129,13.4543,14.2371,1760,0.94,0.7557
3/17/09,14.2371,196633.489,13.6057,14.2414,13.5814,14.5029,1759,2.0514,1.1642
3/18/09,14.5029,198944.4,14.2729,14.7829,14.2457,14.5171,1758,2.63,1.22
3/19/09,14.5171,124763.767,14.55,14.7429,14.3214,14.5129,1757,1.856,1.1528
3/20/09,14.5129,173832.242,14.5843,14.73,14.3671,15.38,1756,1.2729,0.7329
3/23/09,15.38,164570.889,14.6729,15.4514,14.5357,15.2144,1755,1.6157,1.1343
3/24/09,15.2144,160153.538,15.1943,15.6343,15.0553,15.2129,1754,1.5101,0.5701
3/25/09,15.2129,161536.458,15.3686,15.48,14.8371,15.6957,1753,1.5815,1.2372
3/26/09,15.6957,153435.286,15.4043,15.7114,15.3686,15.2643,1752,1.4586,1.8643
3/27/09,15.2643,122933.267,15.4614,15.5043,15.2,14.9271,1751,0.7614,1.0829
3/30/09,14.9271,125643.668,14.93,15.0014,14.6586,15.0171,1750,0.41,0.7614
3/31/09,15.0171,142364.363,15.0643,15.35,15,15.5271,1749,0.5042,1.5128
4/1/09,15.5271,147108.264,14.87,15.5714,14.8414,16.1014,1748,0.1471,2.0457
4/2/09,16.1014,202481.851,15.735,16.3929,15.6829,16.57,1747,0.887,3.1528
4/3/09,16.57,158300.497,16.3129,16.59,16.2171,16.9214,1746,1.3571,3.5414
4/6/09,16.9214,164155.719,16.42,16.9643,16.1829,16.4286,1745,1.2257,4.5
4/7/09,16.4286,133882.46,16.6471,16.6671,16.3129,16.6171,1744,1.1643,3.5357
4/8/09,16.6171,113748.074,16.49,16.6843,16.3686,17.0814,1743,1.69,3.5942
4/9/09,17.0814,132462.3,16.9171,17.1429,16.8514,17.1743,1742,2.0643,4.34
4/13/09,17.1743,97228.559,17.1443,17.2829,17,16.9014,1741,1.6472,4.4157
4/14/09,16.9014,113484.664,17.0814,17.1671,16.75,16.8057,1740,0.8,4.3385
4/15/09,16.8057,103148.111,16.7429,16.8929,16.5371,17.35,1739,0.2357,4.1814
4/16/09,17.35,148303.024,17.0271,17.5929,16.97,17.6314,1738,0.4286,4.3257
4/17/09,17.6314,124315.697,17.3114,17.75,17.1786,17.2143,1737,1.2028,4.94
4/20/09,17.2143,116580.275,17.39,17.57,17.0229,17.3943,1736,0.5972,5.0286
4/21/09,17.3943,117231.065,16.9843,17.4486,16.9429,17.3586,1735,0.3129,5.5214
4/22/09,17.3586,227250.308,17.5186,17.9071,17.3143,17.9143,1734,0.1843,4.6975
4/23/09,17.9143,235733.821,18.0886,18.1714,17.6443,17.7,1733,1.0129,4.6743
4/24/09,17.7,135039.841,17.8057,17.8771,17.5671,17.8186,1732,0.8943,3.9357
4/27/09,17.8186,120175.476,17.5571,17.8571,17.5229,17.7003,1731,0.4686,4.1143
4/28/09,17.7003,113722.244,17.6214,18.03,17.6086,17.8771,1730,0.0689,4.0689
4/29/09,17.8771,114451.504,17.8357,18.1214,17.69,17.9757,1729,0.6628,3.64
4/30/09,17.9757,124463.957,18.0314,18.1429,17.8457,18.1771,1728,0.5814,3.4728
5/1/09,18.1771,99359.99,17.9714,18.2786,17.9714,18.8671,1727,0.8185,3.66
5/4/09,18.8671,151861.476,18.32,18.8929,18.24,18.9586,1726,0.9528,4.3542
5/5/09,18.9586,99506.71,18.8214,18.98,18.7314,18.9286,1725,1.2586,3.5786
5/6/09,18.9286,118349.806,19.0471,19.0714,18.6029,18.4371,1724,1.11,3.7142
5/7/09,18.4371,132601.95,18.9043,18.9129,18.2714,18.4557,1723,0.7368,3.2242
5/8/09,18.4557,116971.365,18.4343,18.7477,18.0371,18.51,1722,0.5786,2.76
5/11/09,18.51,101125.32,18.1957,18.7086,18.16,17.7743,1721,0.5343,3.2457
5/12/09,17.7743,151725.046,18.5086,18.53,17.6071,17.07,1720,-0.4028,2.8472
5/13/09,17.07,148275.794,17.6014,17.7171,17.0543,17.5643,1719,-1.7971,2.0529
5/14/09,17.5643,111421.483,17.1114,17.6471,17.1,17.4886,1718,-1.3943,2.0372
5/15/09,17.4886,91651.797,17.4743,17.8029,17.3729,18.0929,1717,-1.44,1.3872
5/18/09,18.0929,114343.634,17.6757,18.1,17.3671,18.2071,1716,-0.3442,1.5229
5/19/09,18.2071,92880.788,18.1171,18.4729,17.9629,17.9814,1715,-0.2486,1.2857
5/20/09,17.9814,96968.859,18.2329,18.4586,17.9,17.74,1714,-0.5286,1.5528
5/21/09,17.74,101845.901,17.8786,18.1114,17.5557,17.5,1713,-0.0343,1.1229
5/22/09,17.5,74476.662,17.7214,17.74,17.3929,18.6829,1712,0.43,0.4186
5/26/09,18.6829,158127.877,17.8229,18.69,17.7929,19.0071,1711,1.1186,1.5086
5/27/09,19.0071,161564.318,18.8257,19.2829,18.7014,19.2957,1710,1.5185,2.1057
5/28/09,19.2957,121524.446,19.0643,19.3414,18.8614,19.4014,1709,1.2028,2.49
5/29/09,19.4014,113932.874,19.3414,19.4143,19.1214,19.9071,1708,1.1943,2.0514
6/1/09,19.9071,112631.574,19.4957,19.9986,19.4286,19.9271,1707,1.9257,2.2757
6/2/09,19.9271,113339.554,19.8557,20.1914,19.7643,20.1357,1706,2.1871,2.7128
6/3/09,20.1357,140628.992,20,20.1586,19.8671,20.5343,1705,2.6357,2.7414
6/4/09,20.5343,136628.071,20.0186,20.5971,20.0057,20.6671,1704,1.8514,3.1757
6/5/09,20.6671,157944.127,20.7586,20.9143,20.4586,20.55,1703,1.66,2.7528
6/8/09,20.55,232466.29,20.5457,20.6043,19.9186,20.3886,1702,1.2543,2.85
6/9/09,20.3886,168830.811,20.5443,20.6514,20.0786,20.0357,1701,0.9872,2.57
6/10/09,20.0357,171935.452,20.3257,20.3357,19.7571,19.9929,1700,0.1286,2.3354
6/11/09,19.9929,131030.729,19.9357,20.2229,19.7929,19.5671,1699,0.0658,2.1158
6/12/09,19.5671,140437.822,19.83,19.8714,19.4343,19.4414,1698,-0.5686,1.5914
6/15/09,19.4414,134866.38,19.43,19.5614,19.27,19.4786,1697,-1.0929,1.2643
6/16/09,19.4786,127728.478,19.5229,19.7814,19.4429,19.3686,1696,-1.1885,0.6115
6/17/09,19.3686,142609.713,19.5243,19.6357,19.2186,19.4114,1695,-1.1814,0.41
6/18/09,19.4114,106257.722,19.4443,19.7143,19.37,19.9257,1694,-0.9772,0.4828
6/19/09,19.9257,179965.364,19.7243,19.9286,19.5571,19.6243,1693,-0.11,1.4886
6/22/09,19.6243,158185.627,20.0957,20.2229,19.4757,19.1443,1692,-0.3686,1.1686
6/23/09,19.1443,176249.623,19.4857,19.5643,18.9829,19.46,1691,-0.4228,0.6343
6/24/09,19.46,120973.196,19.3457,19.6429,19.2657,19.98,1690,0.0186,1.6857
6/25/09,19.98,147042.254,19.3929,20.0286,19.3157,20.3486,1689,0.5014,2.91
6/26/09,20.3486,109599.663,19.97,20.5086,19.9629,20.2814,1688,0.98,2.7843
6/29/09,20.2814,141781.543,20.4943,20.5643,20.22,20.3471,1687,0.87,2.7928
6/30/09,20.3471,108476.513,20.3686,20.5429,20.2571,20.4043,1686,0.4214,2.2542
7/1/09,20.4043,103483.971,20.5,20.6657,20.36,20.0029,1685,0.78,2.1972
7/2/09,20.0029,92381.898,20.1786,20.4043,19.97,19.8014,1684,0.8586,2.0215
7/6/09,19.8014,124447.017,19.8143,19.8557,19.4643,19.3429,1683,0.3414,2.0614
7/7/09,19.3429,115148.635,19.7829,19.9543,19.3114,19.6029,1682,-0.6371,1.8429
7/8/09,19.6029,143709.203,19.4171,19.72,19.2029,19.48,1681,-0.7457,0.92
7/9/09,19.48,85711.596,19.68,19.7129,19.4186,19.7886,1680,-0.8014,0.4729
7/10/09,19.7886,111021.293,19.4771,19.8529,19.4743,20.3343,1679,-0.5585,0.4929
7/13/09,20.3343,120527.996,19.9343,20.3343,19.6471,20.3243,1678,-0.07,0.9329
7/14/09,20.3243,86555.236,20.29,20.4543,20.1659,20.9829,1677,0.3214,0.4172
7/15/09,20.9829,120885.416,20.72,21,20.6171,21.0743,1676,1.1815,1.0558
7/16/09,21.0743,98129.949,20.8229,21.1457,20.7957,21.6786,1675,1.7314,0.9386
7/17/09,21.6786,150290.605,21.2971,21.7171,21.2329,21.8441,1674,2.0757,1.1443
7/20/09,21.8441,182888.565,21.8957,22.148,21.5557,21.6443,1673,2.3641,1.177
7/21/09,21.6443,210901.103,21.8986,21.9186,21.3929,22.3914,1672,1.8557,1.0943
7/22/09,22.3914,218380.536,22.5414,22.6757,22.3014,22.5457,1671,2.0571,2.0028
7/23/09,22.5457,131337.329,22.3757,22.6343,22.2229,22.8551,1670,2.2214,2.51
7/24/09,22.8551,109372.443,22.4214,22.8571,22.3571,22.8714,1669,1.8722,2.8622
7/27/09,22.8714,108073.732,22.8814,22.9829,22.4657,22.8571,1668,1.7971,3.3043
7/28/09,22.8571,90763.357,22.6971,22.8721,22.5143,22.8614,1667,1.1785,3.4157
7/29/09,22.8614,95485.769,22.7,22.9214,22.6071,23.2557,1666,1.0173,3.3828
7/30/09,23.2557,117081.055,23.1,23.5314,23.0714,23.3414,1665,1.6114,3.8871
7/31/09,23.3414,105620.442,23.284,23.5714,23.2729,23.7757,1664,0.95,3.93
8/3/09,23.7757,98285.279,23.6014,23.8057,23.5529,23.65,1663,1.23,3.85
8/4/09,23.65,98772.69,23.5614,23.6529,23.4586,23.5871,1662,0.7949,4.0257
8/5/09,23.5871,105581.942,23.6786,23.9128,23.4586,23.4157,1661,0.7157,4.4428
8/6/09,23.4157,85271.156,23.6543,23.7871,23.2986,23.6443,1660,0.5586,3.9557
8/7/09,23.6443,96727.219,23.6414,23.8,23.5429,23.5314,1659,0.7829,3.6643
8/10/09,23.5314,75012.793,23.6657,23.8,23.38,23.2614,1658,0.2757,3.1828
8/11/09,23.2614,88730.277,23.3843,23.4829,23.1257,23.6157,1657,-0.08,2.98
8/12/09,23.6157,110976.633,23.2214,23.8157,23.2086,24.06,1656,-0.16,3.2686
8/13/09,24.06,109916.973,23.8071,24.0957,23.7857,23.8257,1655,0.41,3.6557
8/14/09,23.8257,76389.693,23.9914,24.0324,23.6471,22.7986,1654,0.2386,3.8228
8/17/09,22.7986,130749.329,23.3643,23.37,22.7743,23.4286,1653,-0.6171,2.9972
8/18/09,23.4286,106128.642,23.09,23.4629,23.0586,23.5143,1652,-0.2157,4.0857
8/19/09,23.5143,103001.321,23.25,23.6143,23.2071,23.7614,1651,-0.0171,3.9114
8/20/09,23.7614,85380.706,23.5686,23.8171,23.5157,24.1743,1650,0.5,4.2814
8/21/09,24.1743,103799.531,23.95,24.1957,23.8286,24.1514,1649,0.5586,4.3857
8/24/09,24.1514,101534.4,24.3028,24.3871,24.0386,24.2,1648,0.0914,3.8171
8/25/09,24.2,80906.584,24.2086,24.42,24.1614,23.9157,1647,0.3743,3.8757
8/26/09,23.9157,75810.303,24.1314,24.2214,23.8228,24.2071,1646,1.1171,2.9328
8/27/09,24.2071,111932.414,24.1071,24.2243,23.5471,24.2928,1645,0.7785,3.1328
8/28/09,24.2928,113355.444,24.61,24.6414,24.0757,24.03,1644,0.7785,2.6142
8/31/09,24.03,77698.483,24.0228,24.1214,23.7857,23.614,1643,0.2686,2.1859
9/1/09,23.614,117083.715,23.9986,24.2857,23.5629,23.5971,1642,-0.5603,1.9697
9/2/09,23.5971,90989.317,23.5171,23.9443,23.4443,23.7929,1641,-0.5543,1.2057
9/3/09,23.7929,73447.592,23.7771,23.8714,23.5714,24.33,1640,-0.4071,1.2472
9/4/09,24.33,93309.888,23.8966,24.3857,23.87,24.7043,1639,0.4143,1.4749
9/8/09,24.7043,78524.974,24.7114,24.7343,24.5714,24.4486,1638,0.4972,1.8329
9/9/09,24.4486,202624.511,24.6828,24.9243,24.2428,24.6514,1637,0.1558,1.5915
9/10/09,24.6514,122612.107,24.58,24.75,24.4014,24.5943,1636,0.6214,1.79
